srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system2Number,system2Id,system1rank,system2rank
NCM,NCM,9,-1,9,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,9,-1,9,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,9,-1,9,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,10,-1,10,A3RVHUY67SVXQV,-1,1,-1,23,1,2
NCM,NCM,10,-1,10,ADC4VXNQJ9FEW,-1,1,-1,23,1,2
NCM,NCM,10,-1,10,A1ZLOGD0268K64,-1,1,-1,23,1,2
NCM,NCM,11,-1,11,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,11,-1,11,A33O40H9ABQPWM,-1,1,-1,23,1,2
NCM,NCM,11,-1,11,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,12,-1,12,A1AKRS964MI8IM,-1,1,-1,23,1,1
NCM,NCM,12,-1,12,A1KJM7LGOUAXUH,-1,1,-1,23,1,1
NCM,NCM,12,-1,12,AJVV5U24P3V3O,-1,1,-1,23,2,1
NCM,NCM,13,-1,13,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,13,-1,13,A1KJM7LGOUAXUH,-1,1,-1,23,2,1
NCM,NCM,13,-1,13,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,14,-1,14,A2DOVCLZX0GLLZ,-1,1,-1,23,2,1
NCM,NCM,14,-1,14,ATXUM0GBU5MC8,-1,1,-1,23,2,1
NCM,NCM,14,-1,14,A317RA15E0SZ4P,-1,1,-1,23,2,1
NCM,NCM,15,-1,15,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,15,-1,15,A322PKD0V62M27,-1,1,-1,23,1,2
NCM,NCM,15,-1,15,A2MCNGY62MPRI5,-1,1,-1,23,1,2
NCM,NCM,16,-1,16,AOOX44GF61HB5,-1,1,-1,23,2,1
NCM,NCM,16,-1,16,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,16,-1,16,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,17,-1,17,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,17,-1,17,A8S0IOWTX7TTC,-1,1,-1,23,1,1
NCM,NCM,17,-1,17,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,18,-1,18,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,18,-1,18,A33O40H9ABQPWM,-1,1,-1,23,2,1
NCM,NCM,18,-1,18,A317RA15E0SZ4P,-1,1,-1,23,2,1
NCM,NCM,19,-1,19,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,19,-1,19,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,19,-1,19,A1ZLOGD0268K64,-1,1,-1,23,1,2
NCM,NCM,20,-1,20,A1AKRS964MI8IM,-1,1,-1,23,2,1
NCM,NCM,20,-1,20,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,20,-1,20,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,21,-1,21,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,21,-1,21,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,21,-1,21,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,22,-1,22,A2L9QL5S7KUL6V,-1,1,-1,23,1,2
NCM,NCM,22,-1,22,ADC4VXNQJ9FEW,-1,1,-1,23,2,1
NCM,NCM,22,-1,22,A3NBJ2WSWYJPWY,-1,1,-1,23,1,2
NCM,NCM,23,-1,23,A1AKRS964MI8IM,-1,1,-1,23,2,1
NCM,NCM,23,-1,23,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,23,-1,23,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,24,-1,24,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,24,-1,24,A304UJAE051J89,-1,1,-1,23,1,2
NCM,NCM,24,-1,24,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,25,-1,25,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,25,-1,25,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,25,-1,25,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,26,-1,26,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,26,-1,26,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,26,-1,26,A3NBJ2WSWYJPWY,-1,1,-1,23,1,2
NCM,NCM,27,-1,27,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,27,-1,27,A24HULYADUI21I,-1,1,-1,23,1,1
NCM,NCM,27,-1,27,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,28,-1,28,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,28,-1,28,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,28,-1,28,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,29,-1,29,A2L9QL5S7KUL6V,-1,1,-1,23,1,2
NCM,NCM,29,-1,29,A1KJM7LGOUAXUH,-1,1,-1,23,1,1
NCM,NCM,29,-1,29,A1ZLOGD0268K64,-1,1,-1,23,1,1
NCM,NCM,30,-1,30,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,30,-1,30,A4D99Y82KOLC8,-1,1,-1,23,1,2
NCM,NCM,30,-1,30,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,31,-1,31,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,31,-1,31,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,31,-1,31,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,32,-1,32,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,32,-1,32,A2ZPO9BRC2YQY0,-1,1,-1,23,1,2
NCM,NCM,32,-1,32,A2UHK8HUXXMSVM,-1,1,-1,23,1,1
NCM,NCM,33,-1,33,A2DOVCLZX0GLLZ,-1,1,-1,23,2,1
NCM,NCM,33,-1,33,A1KJM7LGOUAXUH,-1,1,-1,23,1,1
NCM,NCM,33,-1,33,A24HULYADUI21I,-1,1,-1,23,2,1
NCM,NCM,34,-1,34,A2FT02WD8F761E,-1,1,-1,23,2,1
NCM,NCM,34,-1,34,A2ZPO9BRC2YQY0,-1,1,-1,23,1,1
NCM,NCM,34,-1,34,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,35,-1,35,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,35,-1,35,A24HULYADUI21I,-1,1,-1,23,1,1
NCM,NCM,35,-1,35,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,36,-1,36,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,36,-1,36,A4D99Y82KOLC8,-1,1,-1,23,1,2
NCM,NCM,36,-1,36,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,37,-1,37,A2DOVCLZX0GLLZ,-1,1,-1,23,1,2
NCM,NCM,37,-1,37,A24HULYADUI21I,-1,1,-1,23,2,1
NCM,NCM,37,-1,37,A2MCNGY62MPRI5,-1,1,-1,23,1,2
NCM,NCM,38,-1,38,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,38,-1,38,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,38,-1,38,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,39,-1,39,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,39,-1,39,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,39,-1,39,A3NBJ2WSWYJPWY,-1,1,-1,23,1,2
NCM,NCM,40,-1,40,A1JLHMKBGSRROO,-1,1,-1,23,2,1
NCM,NCM,40,-1,40,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,40,-1,40,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,41,-1,41,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,41,-1,41,A33O40H9ABQPWM,-1,1,-1,23,2,1
NCM,NCM,41,-1,41,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,42,-1,42,A4D99Y82KOLC8,-1,1,-1,23,1,2
NCM,NCM,42,-1,42,ATXUM0GBU5MC8,-1,1,-1,23,1,2
NCM,NCM,42,-1,42,A3RVHUY67SVXQV,-1,1,-1,23,1,2
NCM,NCM,43,-1,43,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,43,-1,43,ADC4VXNQJ9FEW,-1,1,-1,23,2,1
NCM,NCM,43,-1,43,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,44,-1,44,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,44,-1,44,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,44,-1,44,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,45,-1,45,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,45,-1,45,A33O40H9ABQPWM,-1,1,-1,23,2,1
NCM,NCM,45,-1,45,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,46,-1,46,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,46,-1,46,A1KJM7LGOUAXUH,-1,1,-1,23,1,1
NCM,NCM,46,-1,46,A3I62X0TJ0XMRH,-1,1,-1,23,1,1
NCM,NCM,47,-1,47,A2DOVCLZX0GLLZ,-1,1,-1,23,1,2
NCM,NCM,47,-1,47,ADC4VXNQJ9FEW,-1,1,-1,23,2,1
NCM,NCM,47,-1,47,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,48,-1,48,A2DOVCLZX0GLLZ,-1,1,-1,23,1,2
NCM,NCM,48,-1,48,A1KJM7LGOUAXUH,-1,1,-1,23,1,1
NCM,NCM,48,-1,48,A2MCNGY62MPRI5,-1,1,-1,23,1,2
NCM,NCM,49,-1,49,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,49,-1,49,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,49,-1,49,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,50,-1,50,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,50,-1,50,A4D99Y82KOLC8,-1,1,-1,23,1,2
NCM,NCM,50,-1,50,AJVV5U24P3V3O,-1,1,-1,23,2,1
NCM,NCM,51,-1,51,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,51,-1,51,A304UJAE051J89,-1,1,-1,23,2,1
NCM,NCM,51,-1,51,A24HULYADUI21I,-1,1,-1,23,2,1
NCM,NCM,52,-1,52,A1AKRS964MI8IM,-1,1,-1,23,1,2
NCM,NCM,52,-1,52,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,52,-1,52,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,53,-1,53,A1JLHMKBGSRROO,-1,1,-1,23,1,1
NCM,NCM,53,-1,53,A3RVHUY67SVXQV,-1,1,-1,23,1,1
NCM,NCM,53,-1,53,AJVV5U24P3V3O,-1,1,-1,23,2,1
NCM,NCM,54,-1,54,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,54,-1,54,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,54,-1,54,A2MCNGY62MPRI5,-1,1,-1,23,2,1
NCM,NCM,55,-1,55,AOOX44GF61HB5,-1,1,-1,23,1,1
NCM,NCM,55,-1,55,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,55,-1,55,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,56,-1,56,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,56,-1,56,A24HULYADUI21I,-1,1,-1,23,1,2
NCM,NCM,56,-1,56,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,57,-1,57,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,57,-1,57,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,57,-1,57,A3NBJ2WSWYJPWY,-1,1,-1,23,1,2
NCM,NCM,58,-1,58,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,58,-1,58,A1KJM7LGOUAXUH,-1,1,-1,23,2,1
NCM,NCM,58,-1,58,AE0X131JOSOTA,-1,1,-1,23,2,1
NCM,NCM,59,-1,59,A2L9QL5S7KUL6V,-1,1,-1,23,1,2
NCM,NCM,59,-1,59,A304UJAE051J89,-1,1,-1,23,1,2
NCM,NCM,59,-1,59,A2UHK8HUXXMSVM,-1,1,-1,23,1,2
NCM,NCM,60,-1,60,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,60,-1,60,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,60,-1,60,A2ZK5I1MDWNPRU,-1,1,-1,23,2,1
NCM,NCM,61,-1,61,A2DOVCLZX0GLLZ,-1,1,-1,23,1,2
NCM,NCM,61,-1,61,A8S0IOWTX7TTC,-1,1,-1,23,2,1
NCM,NCM,61,-1,61,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,62,-1,62,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,62,-1,62,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,62,-1,62,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,63,-1,63,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,63,-1,63,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,63,-1,63,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,64,-1,64,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,64,-1,64,A33O40H9ABQPWM,-1,1,-1,23,2,1
NCM,NCM,64,-1,64,A2MCNGY62MPRI5,-1,1,-1,23,1,2
NCM,NCM,65,-1,65,A3RVHUY67SVXQV,-1,1,-1,23,1,2
NCM,NCM,65,-1,65,A2ZPO9BRC2YQY0,-1,1,-1,23,1,2
NCM,NCM,65,-1,65,A24HULYADUI21I,-1,1,-1,23,1,2
NCM,NCM,66,-1,66,AOOX44GF61HB5,-1,1,-1,23,1,1
NCM,NCM,66,-1,66,A1KJM7LGOUAXUH,-1,1,-1,23,1,1
NCM,NCM,66,-1,66,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,67,-1,67,A1AKRS964MI8IM,-1,1,-1,23,1,2
NCM,NCM,67,-1,67,A304UJAE051J89,-1,1,-1,23,2,1
NCM,NCM,67,-1,67,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,68,-1,68,A2ZPO9BRC2YQY0,-1,1,-1,23,1,2
NCM,NCM,68,-1,68,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,68,-1,68,A3I62X0TJ0XMRH,-1,1,-1,23,1,2
NCM,NCM,69,-1,69,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,69,-1,69,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,69,-1,69,A1ZLOGD0268K64,-1,1,-1,23,1,1
NCM,NCM,70,-1,70,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,70,-1,70,A322PKD0V62M27,-1,1,-1,23,1,2
NCM,NCM,70,-1,70,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,71,-1,71,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,71,-1,71,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,71,-1,71,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,72,-1,72,AOOX44GF61HB5,-1,1,-1,23,2,1
NCM,NCM,72,-1,72,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,72,-1,72,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,73,-1,73,AOOX44GF61HB5,-1,1,-1,23,1,1
NCM,NCM,73,-1,73,AOOX44GF61HB5,-1,1,-1,23,1,1
NCM,NCM,73,-1,73,AJVV5U24P3V3O,-1,1,-1,23,2,1
NCM,NCM,74,-1,74,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,74,-1,74,A24HULYADUI21I,-1,1,-1,23,1,2
NCM,NCM,74,-1,74,A1ZLOGD0268K64,-1,1,-1,23,1,1
NCM,NCM,75,-1,75,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,75,-1,75,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,75,-1,75,A3NBJ2WSWYJPWY,-1,1,-1,23,2,1
NCM,NCM,76,-1,76,A1AKRS964MI8IM,-1,1,-1,23,1,2
NCM,NCM,76,-1,76,A24HULYADUI21I,-1,1,-1,23,1,1
NCM,NCM,76,-1,76,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,77,-1,77,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,77,-1,77,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,77,-1,77,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,78,-1,78,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,78,-1,78,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,78,-1,78,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,79,-1,79,A4D99Y82KOLC8,-1,1,-1,23,1,2
NCM,NCM,79,-1,79,ATXUM0GBU5MC8,-1,1,-1,23,1,2
NCM,NCM,79,-1,79,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,80,-1,80,A1AKRS964MI8IM,-1,1,-1,23,1,2
NCM,NCM,80,-1,80,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,80,-1,80,A24HULYADUI21I,-1,1,-1,23,1,1
NCM,NCM,81,-1,81,A322PKD0V62M27,-1,1,-1,23,1,2
NCM,NCM,81,-1,81,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,81,-1,81,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,82,-1,82,A2ZPO9BRC2YQY0,-1,1,-1,23,1,2
NCM,NCM,82,-1,82,A322PKD0V62M27,-1,1,-1,23,1,1
NCM,NCM,82,-1,82,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,83,-1,83,A2DOVCLZX0GLLZ,-1,1,-1,23,1,2
NCM,NCM,83,-1,83,A24HULYADUI21I,-1,1,-1,23,2,1
NCM,NCM,83,-1,83,A317RA15E0SZ4P,-1,1,-1,23,1,2
NCM,NCM,84,-1,84,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,84,-1,84,A2ZPO9BRC2YQY0,-1,1,-1,23,1,1
NCM,NCM,84,-1,84,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,85,-1,85,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,85,-1,85,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,85,-1,85,A317RA15E0SZ4P,-1,1,-1,23,2,1
NCM,NCM,86,-1,86,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,86,-1,86,A33O40H9ABQPWM,-1,1,-1,23,2,1
NCM,NCM,86,-1,86,AE0X131JOSOTA,-1,1,-1,23,1,2
NCM,NCM,87,-1,87,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,87,-1,87,A3RVHUY67SVXQV,-1,1,-1,23,1,1
NCM,NCM,87,-1,87,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,88,-1,88,A2FT02WD8F761E,-1,1,-1,23,1,2
NCM,NCM,88,-1,88,A1ZLOGD0268K64,-1,1,-1,23,1,1
NCM,NCM,88,-1,88,A1AEJ03AZ388NS,-1,1,-1,23,1,2
NCM,NCM,89,-1,89,A2FT02WD8F761E,-1,1,-1,23,1,1
NCM,NCM,89,-1,89,ADC4VXNQJ9FEW,-1,1,-1,23,1,1
NCM,NCM,89,-1,89,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,90,-1,90,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,90,-1,90,A8S0IOWTX7TTC,-1,1,-1,23,2,1
NCM,NCM,90,-1,90,AJVV5U24P3V3O,-1,1,-1,23,2,1
NCM,NCM,91,-1,91,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,91,-1,91,ADC4VXNQJ9FEW,-1,1,-1,23,2,1
NCM,NCM,91,-1,91,AE0X131JOSOTA,-1,1,-1,23,2,1
NCM,NCM,92,-1,92,AOOX44GF61HB5,-1,1,-1,23,2,1
NCM,NCM,92,-1,92,A24HULYADUI21I,-1,1,-1,23,1,1
NCM,NCM,92,-1,92,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,93,-1,93,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,93,-1,93,ATXUM0GBU5MC8,-1,1,-1,23,2,1
NCM,NCM,93,-1,93,A317RA15E0SZ4P,-1,1,-1,23,2,1
NCM,NCM,94,-1,94,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,94,-1,94,ATXUM0GBU5MC8,-1,1,-1,23,1,2
NCM,NCM,94,-1,94,A2ZK5I1MDWNPRU,-1,1,-1,23,1,2
NCM,NCM,95,-1,95,A2FT02WD8F761E,-1,1,-1,23,2,1
NCM,NCM,95,-1,95,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,95,-1,95,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,96,-1,96,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,96,-1,96,AOOX44GF61HB5,-1,1,-1,23,2,1
NCM,NCM,96,-1,96,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,97,-1,97,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,97,-1,97,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,97,-1,97,A2UHK8HUXXMSVM,-1,1,-1,23,2,1
NCM,NCM,98,-1,98,A322PKD0V62M27,-1,1,-1,23,1,2
NCM,NCM,98,-1,98,AOOX44GF61HB5,-1,1,-1,23,1,1
NCM,NCM,98,-1,98,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,99,-1,99,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,99,-1,99,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,99,-1,99,AJVV5U24P3V3O,-1,1,-1,23,2,1
NCM,NCM,100,-1,100,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,100,-1,100,A1KJM7LGOUAXUH,-1,1,-1,23,2,1
NCM,NCM,100,-1,100,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,101,-1,101,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,101,-1,101,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,101,-1,101,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,102,-1,102,A2FT02WD8F761E,-1,1,-1,23,2,1
NCM,NCM,102,-1,102,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,102,-1,102,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,103,-1,103,A1AKRS964MI8IM,-1,1,-1,23,2,1
NCM,NCM,103,-1,103,A304UJAE051J89,-1,1,-1,23,1,2
NCM,NCM,103,-1,103,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,104,-1,104,A2FT02WD8F761E,-1,1,-1,23,2,1
NCM,NCM,104,-1,104,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,104,-1,104,A1ZLOGD0268K64,-1,1,-1,23,1,2
NCM,NCM,105,-1,105,A2FT02WD8F761E,-1,1,-1,23,1,1
NCM,NCM,105,-1,105,ATXUM0GBU5MC8,-1,1,-1,23,2,1
NCM,NCM,105,-1,105,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,106,-1,106,A2FT02WD8F761E,-1,1,-1,23,1,1
NCM,NCM,106,-1,106,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,106,-1,106,A4D99Y82KOLC8,-1,1,-1,23,2,1
NCM,NCM,107,-1,107,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,107,-1,107,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,107,-1,107,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,108,-1,108,A2ZPO9BRC2YQY0,-1,1,-1,23,1,2
NCM,NCM,108,-1,108,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,108,-1,108,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,109,-1,109,A2FT02WD8F761E,-1,1,-1,23,1,1
NCM,NCM,109,-1,109,A322PKD0V62M27,-1,1,-1,23,1,1
NCM,NCM,109,-1,109,A4D99Y82KOLC8,-1,1,-1,23,1,1
NCM,NCM,110,-1,110,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,110,-1,110,A2ZPO9BRC2YQY0,-1,1,-1,23,1,2
NCM,NCM,110,-1,110,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,111,-1,111,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,111,-1,111,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,111,-1,111,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,112,-1,112,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,112,-1,112,A322PKD0V62M27,-1,1,-1,23,2,1
NCM,NCM,112,-1,112,A2MCNGY62MPRI5,-1,1,-1,23,1,2
NCM,NCM,113,-1,113,A2L9QL5S7KUL6V,-1,1,-1,23,2,1
NCM,NCM,113,-1,113,A24HULYADUI21I,-1,1,-1,23,1,1
NCM,NCM,113,-1,113,A2UHK8HUXXMSVM,-1,1,-1,23,2,1
NCM,NCM,114,-1,114,A3I62X0TJ0XMRH,-1,1,-1,23,2,1
NCM,NCM,114,-1,114,A1AEJ03AZ388NS,-1,1,-1,23,2,1
NCM,NCM,114,-1,114,A3RVHUY67SVXQV,-1,1,-1,23,2,1
NCM,NCM,115,-1,115,A2ZPO9BRC2YQY0,-1,1,-1,23,2,1
NCM,NCM,115,-1,115,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,115,-1,115,A24HULYADUI21I,-1,1,-1,23,1,2
NCM,NCM,116,-1,116,A28HB7240OFGEW,-1,1,-1,23,1,2
NCM,NCM,116,-1,116,AOOX44GF61HB5,-1,1,-1,23,1,1
NCM,NCM,116,-1,116,A1AEJ03AZ388NS,-1,1,-1,23,1,1
NCM,NCM,117,-1,117,A28HB7240OFGEW,-1,1,-1,23,2,1
NCM,NCM,117,-1,117,A1ZLOGD0268K64,-1,1,-1,23,2,1
NCM,NCM,117,-1,117,AE0X131JOSOTA,-1,1,-1,23,2,1
NCM,NCM,118,-1,118,A3RVHUY67SVXQV,-1,1,-1,23,2,1
